skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,error_get_energy_consumption_class,error_get_air_polution_data,error_get_perziuru_sk,Buto numeris:,Pastato energijos suvartojimo klasė:,error_get_coordinates,scrape_date
"Vilnius, Šnipiškės, Olimpiečių g., 2 kambarių buto nuoma",,43 m²,1 000 €,2,1,4,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu","Balkonas, Terasa, Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Viryklė, Indaplovė, Vonia, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1192076,2022-11-07,2022-11-24,,3,400/5 (iš viso/šiandien),1000,54.691292,25.293994,400/5,"Kviečiame Jus nuomotis šiuos išskirtinius apartamentus įsikūrusius Neries pakrantėje, Gedimino Pilies ir Kalnų parko kaimynystėje.Apartamentai laisvi nuo gruodžio 1 dienos, tačiau kviečiame apžiūrėti jau dabar.Norite mėgautis naujo būsto ir Senamiesčio teikiamais privalumais, bet ieškote Senamiesčiui nebūdingos ramybės? - šie apartamentai kaip tik Jums! Kviečiame apžiūrėti.Apartamentai pilnai paruošti Jūsų įsikėlimui - indais, stalo įrankiai, patalynė, smulki buitinė technika, parkavimo vieta ir sandėliukas (už papildomą mokestį)Buto išplanavimas
-- Dviejų kambarių butas
-- Svetainė kartu su virtuvės zona
-- Atskiras miegamasis su drabužine
-- Erdvi ~15 kv. m. terasa su įėjimais iš abiejų kambarių
-- Vonia kartu su WC
-- Labai erdvi parkavimo vieta prie pat liftų (pritaikyta neįgaliųjų poreikiams +100 eur/mėn)
-- Sandėliukas. Prie pat įėjimo ir parkavimo vietos (+50 eur/mėn.)Įrengimas:
-- Stilingas įrengimas
-- A energinė klasė
-- Moderni vėdinimo, kondicionavimo sistema rekuperatoriumi
-- Grindinis šildymas visuose kambariuose valdomas telefono aplikacija arba jungikliais
-- Hidromasažinė vonia ir dušo komplektas
-- Visa nauja buitinė technika: indaplovė, orkaitė, kaitlentė, mikrobangų krosnelė, skalbimo mašina, šaldytuvas su šaldinkliu, televizorius
-- Smulki buitinė technika: dulkių siurblys, skrudintuvas, lygintuvas, lyginimo lenta, džiovykla
-- Nauji stalo įrankiai, rankšluosčiai, indai, patalynė
-- Drabužinė miegamajame su apšvietimu reguliuojamu judesio davikliais
-- Valgomojo stalas su kėdėmis, sofa-lova svetainėje
-- Erdvi terasa su lauko baldais ir augmenija (15 kv.)
-- Internetas ir televizija (pajungta, galima naudotis iškart)
-- Gyventojų patogumui - 2 liftai
-- Vaizdo kameromis stebimos laiptinės
-- Video domofonai - su vaizdo kameromisParkavimas
-- Ypač erdvi parkavimo vieta (+100 Eur)
-- Parkavimo vieta šalia liftų bei pritaikyta neįgaliesiemsAplinka ir gretimybės
-- Apartamentai visiškai šalia Neries pakrantės, kuri ypatingai pamėgta aktyvaus poilsio entuziastų.
-- Čia galite bėgioti, važinėtis dviračiais ar grožėtis miesto panorama besivaikčšiojant atnaujintais pakrantės takeliais
-- Kaimynystė gali džiaugtis saugiu uždaru vidiniu kiemeliu, kuriame gausu žalumos su poilsio zonomis
-- Laiptinėse papildpomą apsaugą užtikrina vaizdo stebejimo kameros.
-- Senamiesčio įžimybės visai čia pat: Bernardinų sodas - 15 min., Katedra - 8 min., Rotušės aikštė - 15 min., Operos ir baleto teatras - 15 min. pėsčiomis",3 Klasė Gera (1-3),14.7 µg/m3,23.2 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-olimpieciu-g-kvieciame-jus-nuomotis-siuos-isskirtinius-4-1192076/,,,,,,,2022_12_30
"Vilnius, Užupis, Krivių g., 2 kambarių buto nuoma",25,47 m²,460 €,2,3,5,"1975 statyba, 2022 renovacija",Mūrinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1192008,2022-11-07,2022-12-27,,9,1805/28 (iš viso/šiandien),460,54.684394,25.3042,1805/28,"Nuomojamas 2 kambarių butas
Užupyje - Krivių g. 25*bendras buto plotas, net 50,7 KV.M
*2 atskiri kambariai, tvarkingas butas.
*yra visi reikalingi baldai, bei buitinė technika*yra rusys
*Yra įstiklintas balkonas
*puikus susisiekimas su visais rajonais (šalia centras, miškas)
*prie pat parduotuves, sporto klubas ir kitos įstaigos
*3 aukštas iš 5
*Butas jau laisvas!
*jeigu norėsite papildomų baldų, savininkas galės atvežti.
*minimalus nuomos laikotarpis 12 mėnesių*Drąsiai skambinkite jau dabar!nuomos kaina - 460eur
depozitas - 460eur
vienkartinis tarpininkavimo mokestis - 140
išviso įsikeliant reikia 1060€Ketinate parduoti, nuomoti ar pirkti nekilnojamą turtą?
Drąsiai skambinkite, nemokamai nustatysiu jūsų turto kaina, atsakysiu į visus iškilusius klausimus, bei duosiu patarimus kuriuos pritaikius gausite aukščiausius įmanomus rezultatus!*Nekilnojamo turto brokeris
- Dainius Bielinis
*Nemokamai nustatau jūsų turto kainą
*Nemokamai surandu nuomininkus
*Teikiu visas nekilnojamo turto paslaugas *Pirkimas - Pardavimas
*Sutvarkau visus reikalingus dokumentus sandoriui
*Dirbu pagal aukščiausius standartus
*Išskirtinės sąlygos būsto paskolai
*Administravimas jūsų turto nuo A iki Z*Padedu surasti jums namus žemiau nei rinkos kaina
*surandu grąža generuojančius nuomos objektus 7-12%
*Brokeris - 862111451",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-nuomojamas-kambariu-butas-uzupyje-kriviu-4-1192008/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Žirmūnai, Žirmūnų g., 1 kambario buto nuoma",,30 m²,300 €,1,7,9,1978,Blokinis,Centrinis,Įrengtas,"Internetas, Kabelinė televizija",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-955503,2022-11-07,2022-11-18,,4,1402/19 (iš viso/šiandien),300,54.716741,25.308482,1402/19,"Nuomojamas tvarkingas 1 kambario butas Žirmūnuose su visais baldais bei buitine technika. Yra erdvus balkonas. Rami vieta, geras susisiekimas su visais miesto rajonais. Netoli miesto transporto sustojimas, prekybos centrai (Maksima, Rimi, Banginis).
Butas išnuomojamas ilgam laikui.
Vienkartinis agentūros mokestis 250 eurų.",5 Klasė Vidutinė (4-5),14.5 µg/m3,21.5 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-tvarkingas-1-kambario-butas-4-955503/,,,,,,,2022_12_30
"Vilnius, Baltupiai, Kalvarijų g., 3 kambarių buto nuoma",,80 m²,550 €,3,3,5,1993,Mūrinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, Uždaras kiemas, Internetas, Kabelinė televizija","Balkonas, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",www.aruodas.lt/4-1177741,2022-11-07,2022-11-29,,32,1677/15 (iš viso/šiandien),550,54.73212,25.277417,1677/15,"Nuomojamas erdvus ir jaukus 3 atskirų kambarių butas prie pat parko.
Butas yra 4 kambarių (92 m2), bet ketvirtas (12 m2) kambarys užrakintas šeimininkų daiktams.
Nauja buitine technika (šaldytuvas, skalbimo mašina, indaplovė). Švari laiptinė, ramus ir draugiški kaimynai. Mašina galima palikti kieme po šlagbaumo.
Labai rami ir patogi vieta. Geras susisiekimas su centro.
Butas išnuomojamas ilgam laikui.
Vienkartinis agentūros mokestis 300 eurų.",4 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-nuomojamas-erdvus-ir-jaukus-3-atskiru-4-1177741/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Fabijoniškės, S. Stanevičiaus g., 3 kambarių buto nuoma",50,67 m²,460 €,3,3,9,1985,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1191946,2022-11-07,2022-12-27,,6,1215/15 (iš viso/šiandien),460,54.725048,25.252078,1215/15,"Nuomojamas 3 kambarių butas
Fabijoniškėse - Stanevičiaus g.50*3 atskiri kambariai, tvarkingas butas.
*yra visi reikalingi baldai, bei buitinė technika*yra sandeliukas
*daugiabučio statybos metai 1992 m.
*Yra įstiklinti du dideli balkonai
*puikus susisiekimas su visais rajonais*prie pat parduotuves, sporto klubas ir kitos įstaigos
*3 aukštas iš 9 (yra liftas)
*Butas jau laisvas!
*jeigu norėsite papildomų baldų, savininkas galės atvežti.
*minimalus nuomos laikotarpis 12 mėnesių*Drąsiai skambinkite jau dabar!nuomos kaina - 460
depozitas - 460
vienkartinis tarpininkavimo mokestis - 140
išviso įsikeliant reikia 1060€Ketinate parduoti, nuomoti ar pirkti nekilnojamą turtą?
Drąsiai skambinkite, nemokamai nustatysiu jūsų turto kaina, atsakysiu į visus iškilusius klausimus, bei duosiu patarimus kuriuos pritaikius gausite aukščiausius įmanomus rezultatus!*Nekilnojamo turto brokeris
- Dainius Bielinis
*Nemokamai nustatau jūsų turto kainą
*Nemokamai surandu nuomininkus
*Teikiu visas nekilnojamo turto paslaugas *Pirkimas - Pardavimas
*Sutvarkau visus reikalingus dokumentus sandoriui
*Dirbu pagal aukščiausius standartus
*Išskirtinės sąlygos būsto paskolai
*Administravimas jūsų turto nuo A iki Z*Padedu surasti jums namus žemiau nei rinkos kaina
*surandu grąža generuojančius nuomos objektus 7-12%
*Brokeris - 862111451",4 Klasė Vidutinė (4-5),11.5 µg/m3,20 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-nuomojamas-kambariu-butas-fabijoniskese-4-1191946/,,,,,,,2022_12_30
"Vilnius, Žirmūnai, Žirmūnų g., 1 kambario buto nuoma",94,"28,76 m²",399 €,1,1,5,1967,Blokinis,Centrinis,Įrengtas,,Balkonas,Su baldais,Šarvuotos durys,www.aruodas.lt/4-1191900,2022-11-07,2022-11-21,,12,1221/17 (iš viso/šiandien),399,54.727274,25.30031,1221/17,"Žirmūnų g. nuomojamas jaukus ir šviesus 1 kambario butas.Nuoma - 420 Eur/mėn. + komunaliniai mokesčiai. Nuomojama ne trumpesniam negu metų laikotarpiui.PRIVALUMAI
- Nuomojama su visais nuotraukose matomais baldais ir buitine technika;
- Atskirta miegamojo ir svetainės zona;
- Bute yra įstiklintas balkonas, iš kurio atsiveria žaliuojantis vaizdas;
- Kieme erdvi automobilių stovėjimo aikštelė;
- Vos 15 min. iki miesto centro, puikiai išvystyta infrastruktūra ir susisiekimas su kitais mikrorajonais, šalia troleibusų žiedas;
- Puiki vieta gyventi mėgstantiems aktyvų gyvenimo būdą, 10-15 min. pėsčiomis iki Žirmūnų paplūdimio su pramogų bei poilsio zonomis, šašlykinėmis, vaikų žaidimo aikštelėmis, pasivaikščiojimo bei dviračių takai Neries krantine iki pat centro.BENDRA INFORMACIJA
- Bendras plotas: 28.76 kv.m;
- Kambarių skaičius: 1;
- Šildymo tipas: centrinis;
- Langai: plastikiniai;
- Įėjimo durys: šarvuotos.NAMO APRAŠYMAS
- Statybos metai: 1967;
- Aukštas: 1/5;
- Namo tipas: blokinis;
- Kodinė laiptinės spyna.INFRASTRUKTŪRA
- Iki artimiausios viešojo transporto stotelės (Žirmūnų žiedas) ~ 0.22 km;
- Iki Vilniaus turizmo ir prekybos verslo mokyklos ~ 0.51 km;
- Iki Vilniaus lopšelio-darželio „Spragtukas“ ~ 0.17 km;
- Prekybos centrai: Iki ~ 0.19 km, Maxima ~ 0.89 km, Norfa ~ 1.01 km.",4 Klasė Vidutinė (4-5),12 µg/m3,20.6 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-zirmunu-g-nuomojamas-jaukus-ir-sviesus-1-4-1191900/,,,,,,,2022_12_30
"Vilnius, Filaretai, Peteliškių g., 3 kambarių buto nuoma",,67 m²,550 €,3,4,5,1986,Mūrinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1191856,2022-11-07,2022-12-16,,20,1512/19 (iš viso/šiandien),550,54.684648,25.31653,1512/19,"Nuomojamas tvarkingas, šiltas, jaukus, šiuolaikiškai suremontuotas 3 kambarių butas, ramybe dvelkiančiame Filaretų mikrorajone. Senamiestį ir Užupį pasieksite per 10-15min. pėsčiomis.IŠPLANAVIMAS;* Virtuvė sujungta su svetaine.
* Miegamasis.
* Darbo arba svečių kambarys.
* Vonios kambarys.
* WC.
* Didelis prieš kambarys.
* Du dideli,įstiklinti, atskiri balkonai.ĮRENGIMAS:* Bute sudėtos kokybiškos grindys.
* Sienos šviesiai dažytos.
* Puikus vonios kambarys, kuriame praktiškai pritaikyta skalbimo mašina.
* Virtuveje integruota visa buitinė technika. (orkaitė, indaplovė,keramikinė kaitlentė, šaldytuvas.)
* Valgomojo komplektas.
* Sieninė spinta.
* Mediniai langai su stiklo paketais.
* Internetas ir kabelinė televizija.
* Butui priklauso rūsys.APLINKA:* Namas šalia parko, rami ir puiki vieta šeimai.
* Kodinė laiptinės spyna.
* Kieme nauja vaikų žaidimo aikštelė.
* Krepšinio aikštelė.
* Parkavimo vietos kieme ir šalia esančiose gatvėse.SUSIEKIMAS:* 10-15min. iki senamiesčio.
* ~ 300m.iki viešojo transporto stotelės.
* ~ 200m. Artimiausia parduotuvė.
* ~600m. Darželis ,,Užupiukas“.
* ~850m. Darželis „ Šypsena“.
* ~300m. Filaretų pradinė mokykla.
* ~450m. Privati mokykla ,, Šaltinėlis“.*******************************************************************************************
*********************************************************************************************************************Dirbame visoje Lietuvoje!Suteiksiu NEMOKAMĄ konsultaciją visais NT klausimais!
Mūsų agentūros klientams taikomos ypatingos paskolų sąlygos SEB, Swedbank, LUMINOR.
Www.oppa.lt*********************************************************************************************************************",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-filaretuose-peteliskiu-g-nuomojamas-tvarkingas-siltas-jaukus-4-1191856/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Fabijoniškės, Gedvydžių g., 2 kambarių buto nuoma",16,51 m²,450 €,2,2,9,1985,Blokinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1191650,2022-11-06,2022-12-19,,1,653/6 (iš viso/šiandien),450,54.739392,25.235346,653/6,"Nuomojamas 2 kambarių butas
Fabijoniškės - Gedvydžių g.16*2 atskiri kambariai, tvarkingas butas.
*yra visi reikalingi baldai, bei buitinė technika*yra sandeliukas
*Yra įstiklintas didelis balkonas
*bute po remonto būsite pirmieji gyventojai*puikus susisiekimas su visais rajonais*prie pat parduotuves, sporto klubas ir kitos įstaigos
*Butas netinkantis gyvūnams
*2 aukštas iš 9 (yra loftas)
*Butas jau laisvas!
*(dėl virtuvės komplekto galime pakabinti esančias spintelias arba galima naudoti savo)
*jeigu norėsite papildomų baldų, savininkas galės atvežti.
*minimalus nuomos laikotarpis 12 mėnesių*Drąsiai skambinkite jau dabar!nuomos kaina - 450eur
depozitas - 450eur
vienkartinis tarpininkavimo mokestis - 140
išviso įsikeliant reikia 1060€Ketinate parduoti, nuomoti ar pirkti nekilnojamą turtą?
Drąsiai skambinkite, nemokamai nustatysiu jūsų turto kaina, atsakysiu į visus iškilusius klausimus, bei duosiu patarimus kuriuos pritaikius gausite aukščiausius įmanomus rezultatus!*Nekilnojamo turto brokeris
- Dainius Bielinis
*Nemokamai nustatau jūsų turto kainą
*Nemokamai surandu nuomininkus
*Teikiu visas nekilnojamo turto paslaugas *Pirkimas - Pardavimas
*Sutvarkau visus reikalingus dokumentus sandoriui
*Dirbu pagal aukščiausius standartus
*Išskirtinės sąlygos būsto paskolai
*Administravimas jūsų turto nuo A iki Z*Padedu surasti jums namus žemiau nei rinkos kaina
*surandu grąža generuojančius nuomos objektus 7-12%
*Brokeris - 862111451",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-gedvydziu-g-nuomojamas-kambariu-butas-fabijoniskes-4-1191650/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Gerosios Vilties g., 2 kambarių buto nuoma",,47 m²,750 €,2,4,7,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu","Balkonas, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1183982,2022-11-04,2022-12-15,,9,702/7 (iš viso/šiandien),750,54.668396,25.248802,702/7,"IŠNUOMOJAMAS VISIŠKAI NAUJAI ĮRENGTAS 2 KAMBARIŲ BUTAS SU BALKONU IR PARKAVIMO VITEA NAUJAMIESTYJE, LUCKY HOMES PROJEKTE.BUTAS JAU PARUOŠTAS ĮSIKĖLIMUI, KVIEČIAME APŽIŪRĖTI!IŠPLANAVIMAS
-- Svetainė bendroje erdvėje su virtuve ir valgomuoju
-- Atskiras miegamojo kambarys
-- Vonios kambarys kartu su WC
-- Balkonas
-- Prieškambaris
-- Parkavimo vietaĮRENGIMAS
-- Pilnai apstatytas baldais ir buitine technika
-- Nauja buitine technika: skalbyklė, indaplovė, šaldytuvas su šaldikliu, orkaitė, kaitlentė, gartraukis, televizorius
-- Visiškai nauji baldai: valgomojo stalas su kėdėmis, sofa-lova, televizoriaus staliukas/spintelė, įmontuotas virtuvės baldų komplektas su vitrina
-- Erdvios sieninės spintos miegamajame ir koridoriuje, specialiai pritaikytos funkcionaliai išnaudoti erdves
-- Vonios kambaryje dušas, elektrinis radiatorius, WC su bide, skalbimo mašina
-- Interneto ir televizijos įvadai
-- Liftas, domofonasŠILDYMAS / VĖDINIMAS
-- Šildymas - centrinis kolektorinis, autonomiškai reguliuojamas
-- Rekuperacinė vėdinimo sistema
-- A energijos klasės namas - itin maži energijos sunaudojimo kaštaiPARKAVIMAS
-- Požeminėje parkavimo aikštelėje (už papildomą mokestį)APLINKA:
-- Visiškai naujai suremontuota Gerosios vilties gatvė: sutvarkyti pėsčiųjų takai, suremontuota važiuojamoji kelio danga, automobilių stovėjimo vietos atskirtos žaliosiomis salelėmis nuo važiuojamosios dalies ir pėsčiųjų takų, įrengtos iškiliosios sankryžos bei iškiliosios pėsčiųjų perėjos su saugumo salelėmis.
-- Puikiai išvystyta susisiekimo infrastruktūra: šalia Savanorių pr. žiedas, kuris jungia pagrindinius Vilniaus miesto susisiekimo kelius - Galežinio vilko ir Tūkstantmečio gatves, Savanorių prospektą. 500 metrų atstumu net 5 skirtingose gatvėse esančios viešojo transporto stotelės.
-- Puiki vieta daug keliaujantiems: greitai pasieksite Vilniaus oro uostą, geležinkelio/autobusų stotis, aplenkdami savaitgalinius kamščius automobiliu patogiai išvažiuosite Klaipėdos ar Druskininkų kryptimis.
-- Aktyvaus laisvalaikio entuziastai galės džiaugtis Vingio parko pasivaikščiojimo/dviračių takeliais, netoli esančiais Impuls ir Gym+ sporto klubais",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gerosios-vilties-g-isnuomojamas-visiskai-naujai-irengtas-4-1183982/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,A+,,2022_12_30
"Vilnius, Naujoji Vilnia, Arimų g., 1 kambario buto nuoma",18,16 m²,200 €,1,2,2,1976,Mūrinis,Elektra,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",Vieta automobiliui,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Dušo kabina",Šarvuotos durys,www.aruodas.lt/4-1191168,2022-11-04,2022-12-29,,2,423/42 (iš viso/šiandien),200,54.701724,25.431203,423/42,"Išnuomojamos apgyvendinimui pritaikytos patalpos - STUDIJOS 16-22 kv.m ploto;
Patalpos šiuo metu įrenginėjamos - įsikelti galima nuo sausio mėn. pradžios.Galima išankstinė rezervacija.
Patalpos bus paruoštos 2023 vasario 25 dienai.Patalpose bus įrengta:- 2 vnt. viengulės lovos;
- virtuvėlėje: praustuvas, šaldytuvas, kaitlentė, skalbimo mašina;
- Spinta;
- Šildymas - elektrinis radiatorius;Nuomos laikotarpis: nuo 1 mėn.
Nuomojame įmonėms ir privatiems asmenims;
Komunaliniai ( apie): 30-50 Eur/mėn. ( šildymas, vanduo, elektra)
Nuomos kaina už 16-28 kv.m kambarį - 200-280 Eur/ mėn.VISI patogumai yra įrengti gyvenamojoje patalpoje.PASTABOS:
Kiekvienoje patalpoje bus įrengta:- skalbyklė - su džiovyklės funkcija;
- virtuvėlė;
- boileris kaštams vandeniui paruošti;
- šilymas: elektra ( radiatorius) - reguliuojamas - autonomiškai;
- san mazgas.- WC ir dušas yra bendri keliems kambariams;
- Kaikurie kambariai yra be kriauklės;
- Nuomos kaina priklauso nuo termino ir pasirinkto kambario ( su ar be patogumų);Yra įvairių dydžiu patalpų: 16 iki 28 kv.mYPATUMAI:- šalia pastato yra autobusų stotelė;
- prie pastato yra galimybė parkuoti - reikiamą kieki automobilių;
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-arimu-g-isnuomojamos-apgyvendinimui-pritaikytos-4-1191168/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,7,,,2022_12_30
"Vilnius, Senamiestis, Totorių g., 1 kambario buto nuoma",19,"33,66 m²",900 €,1,2,2,1940,Mūrinis,Dujinis,Įrengtas,"Atskiras įėjimas, Virtuvė sujungta su kambariu",,"Skalbimo mašina, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė",Šarvuotos durys,www.aruodas.lt/4-1187036,2022-11-03,2022-12-02,,9,498/7 (iš viso/šiandien),900,54.684038,25.282466,498/7,"Išnuomojamas 1 k. butas Totorių g., Senamietyje.
Butas laisvas.PRIVALUMAI:
• Butas stilingai ir kokybiškai įrengtas, dar nebuvo nuomojamas.
• Dujinis šildymas, katilas bute.
• Visame bute šildomos grindys.
• Nuomojamas su baldais ir buitine technika.Taip pat šiame name nuomojamas 2 k. butas.BENDRA INFORMACIJA
• Adresas: Totorių g. 19, Senamiestis.
• Bendras plotas: 33,66 kv.m
• Aukštas/Aukštų sk.: 2/2.
• Kambarių sk.: 1.
• Būklė: įrengtas.IŠPLANAVIMAS
• Svetainė su virtuve.
• Vonios kambarys.
• Butas viename aukšte.KOMUNIKACIJOS
• Šildymas: dujinis grindinis šildymas
• Vandentiekis/Kanalizacija: miestoĮRENGIMAS IR APDAILA
• Butas ką tik įrengtas naudojant tik kokybiškas medžiagas.
• Sienos: dažytos, plytelės.
• Langai: mediniai dviejų stiklo paketų langai, orientuoti į vidinį kiemą.
• Grindys: medžio masyvas, plytelės.
• Bute – autentiškas mūras.
• Virtuvėje yra visa reikalinga buitinė technika.BUTO APLINKA
• Naujai suremontuota laiptinė, laiptinėje tik trys butai.
• Atskiras įėjimas.SUSISIEKIMAS
•800 m iki Katedros aikštės
• 350 m iki viešojo transporto stotelės
• 350 m iki PC G9
• 350 m iki LR Prezidentūros
• 1,1 km iki Bernardinų sodo",,14.6 µg/m3,23.3 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-isnuomojamas-1-k-butas-totoriu-g-4-1187036/,'NoneType' object has no attribute 'text',,,,,,2022_12_30
"Vilnius, Šnipiškės, Laumėnų g., 2 kambarių buto nuoma",2,"43,6 m²",600 €,2,3,6,2022,Monolitinis,Centrinis,Įrengtas,"Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",Balkonas,"Skalbimo mašina, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Vonia, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1190950,2022-11-03,2022-12-29,,33,5792/11 (iš viso/šiandien),600,54.702554,25.270478,5792/11,"Tarpininkavimo mokestis netaikomas.
Butus galima išsinuomoti tik iš Lumi Namai komandos!Dviejų kambarių ilgalaikė buto nuoma Šnipiškių raj., Laumėnų g. 2-57Gali būti kitas aukštasTiesiogiai iš savininko.Tai vienam savininkui priklausantis specialiai sukurtas nuomojamas namas, užtikrinantis nuomininkams saugumą, kad galėtumėte gyventi tiek, kiek norite
Mes turime gerą klientų aptarnavimo lygį ir profesionalų „Lumi Namai“ komandos valdymą.Bute yra pilnai integruota virtuvė, įmontuotos spintos ir vonios baldai.Privalumai:
- Aliuminio profilio, dideli langai iki grindų
- Grindinis šildymas
- Rekuperacijos sistema
- A+ energinė klasė
- Požeminė automobilių stovėjimo aikštelė
- Saugi žaidimų zona mažiesiems
- Uždaras vidinis kiemas su bėgimo takeliu
- Balkonas 4.62 m²
- Gyvūnams draugiškiPapildomos paslaugos:- Parkavimo vieta požeminėje aikštelėje (75€ vieta mėnesiui)
-SandėliukasPriemokos ir papildomos paslaugos, kurios neįskaičiuotos į nuomos kainą:
- Mokesčiai ir išlaidos už administravimą ir komunalines paslaugas, įskaitant šiukšlių išvežimą
- Priemokos pagal skaitiklių rodmenis (suvartotas vanduo, elektra, šildymas)
- Užsakytos paslaugosNuomos sąlygos:
Dviejų (2) mėnesių nuomos dydžio užstatas.Skambinti darbo dienomis nuo 9:00 iki 17:00Užklausą butui rezervuoti galite pildyti :
https://www.luminamai.lt/2-room/laum%C4%97n%C5%B3-2-24-2Daugiau butų pasiūlymų ir informacija:
https://www.luminamai.lt
https://www.facebook.com/LumiNamaiLT",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-laumenu-g-tarpininkavimo-mokestis-netaikomas-butus-4-1190950/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,A+,,2022_12_30
