skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,error_get_air_polution_data,Buto numeris:,error_get_coordinates,error_get_perziuru_sk,scrape_date
"Vilnius, Senamiestis, Pamėnkalnio g., 2 kambarių buto nuoma",,67 m²,750 €,2,3,5,1959,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188458,2022-10-24,2022-10-24,,2.0,224/0 (iš viso/šiandien),750,54.684504,25.277202,224/0,"Išnuomojamas išskirtinis šviesus dviejų kambarių butas, prestižinėje Vilniaus vietoje - Senamiestyje, Pamėnkalnio g. su parkavimo vieta vidiniame kieme;
-Butas laisvas.
-Butas yra 3-jame namo aukšte, sužavi kerinčia Senamiesčio panorama. Kasdien Jus džiugins išskirtiniais vaizdais pro langus.BUTO ĮRENGIMAS:
Įrengta itin kokybiškomis medžiagomis (buvo įrenginėjamas sau);
Butas nuomojamas su visais baldais;
Bute dideli langai;
Šarvuotos durys;
Erdvus vonios kambarys;
Išskirtinai patogi vieta, gyvensite pačiame Senamiesčio centre;IŠPLANAVIMAS:
Atskira virtuvė;
Erdvi svetainė sujungta su valgomuoju ir miegamąją zona;
Atskiras erdvus miegamasis kambarys;
Erdvus vonios kambarys, dušas, WC.;
Erdvus prieškambaris.
Yra sandėliukas ir viskas ko tik gali prireikti.VIETA:
Strategiškai patogi vieta, patogus susisiekimas viešuoju transportu ir nuosavu automobiliu;
Ramūs kaimynai, rami vieta;
Netoli viešojo transporto stotelės;
Parkavimo vieta vidinio kiemo aikštelėje .-- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH462988Profesionali pagalba parduodant, nuomojant ir įsigyjant nekilnojamąjį turtą:
- Sandoriui reikalingų dokumentų analizė prieš pardavimą;
- Preliminariųjų, rezervavimo sutarčių, priėmimo-perdavimo aktų ir kitų sutarties priedų bei dokumentų parengimas apsaugant jūsų interesus;
- Efektyvi ir itin platų pirkėjų ratą apimanti rinkodara ir marketingo priemonės, pirkėjų srauto monitoringas;
- Jūsų interesų atstovavimas derybose, sutarčių derinime;
- Konsultavimas mokestiniais, juridiniais klausimais.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pamenkalnio-g-isnuomojamas-isskirtinis-sviesus-dvieju-4-1188458/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Pašilaičiai, Dociškių g., 2 kambarių buto nuoma",18,55 m²,600 €,2,2,6,2010,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188422,2022-10-24,2022-10-24,,,122/0 (iš viso/šiandien),600,54.732511,25.218465,,"Nuomojamas 2 kambarių butas Pašilaičiuose, Dociškių gatvėje.BUTAS ATSILAISVINA NUO LAPKRIČIO 1 D.Aplinkui puikiai išvystyta infrastruktūra – žaliosios žonos, prekybos centrai. Vieta patogiai pasiekiama nuosavu ir viešuoju transportu, prie pat viešojo transporto stotelė.Bute rasite visą būtiną buitinę technika ir baldus.Bute yra lodžija/balkonas.IŠPLANAVIMAS:
-- Svetainė;
-- Miegamasis;
-- Virtuvė;
-- Vonia ir WC vienoje patalpoje;
-- Prieškambaris;
-- Balkonas.
PARKINGAS:
-- Bendras kiemas
VIETA:
-- Ramūs kaimynai, rami vieta;
-- Netoliese autobusų stotelė;
-- Prie pat prekybos centrai;
-- Dviračių bei pasivaikščiojimo takai;
-- Netoliese žalios zonos.Butas jau laisvas!SKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS.
JEI BUTAS TIKS, BUS TAIKOMAS VIENKARTINIS TARPININKAVIMO MOKESTIS
",4 Klasė Vidutinė (4-5),11.4 µg/m3,20 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-dociskiu-g-nuomojamas-2-kambariu-butas-pasilaiciuose-4-1188422/,,,,,,,,,,list index out of range,2022_11_02
"Vilnius, Šnipiškės, Herkaus Manto g., 1 kambario buto nuoma",4,27 m²,470 €,1,1,4,"1985 statyba, 2022 renovacija",Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-1188414,2022-10-24,2022-10-26,,12.0,245/0 (iš viso/šiandien),470,54.701488,25.284232,245/0,"Nuomojamas naujai įrengtas vieno kambario butas H. Manto gatvėje.BUTO IŠPLANAVIMAS
- Virtuvė sujungta su svetaine
- WC su dušo kabina ir skalbykle
- BalkonasBUITINĖ TECHNIKA
Orkaitė, kaitlentė, gartraukis, mini šaldytuvas, virdulys, skalbyklė, indaplovė, TV, Kondicionierius.VIETA
- Šalia yra maisto prekiu parduotuvės
- Šalia yra kalvariju turgus
- Šalia yra kavinės
- Šalia yra viešojo transporto stotelė",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-herkaus-manto-g-nuomojamas-naujai-irengtas-vieno-kambario-4-1188414/,,"Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",Balkonas,"Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina",Šarvuotos durys,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',27,,,2022_11_02
"Vilnius, Senamiestis, Šv. Mykolo g., 1 kambario buto nuoma",,24 m²,650 €,1,1,2,"1940 statyba, 2021 renovacija",Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188406,2022-10-24,2022-10-24,,,83/0 (iš viso/šiandien),650,54.683114,25.292255,,"Jaukus studijos tipo butas Vilniaus senamiestyjeLaisvas nuo rugsėjo mėn.Pagrindinės savybės:
- Šviesus ir jaukus, ką tik atnaujintas butas
- Gražus dizainas ir natūralaus ekologiško balto molio sienos
- Nauji baldai, atnaujintas vonios kambarys
- Dvigulė lova, išskleidžiama sofa-lova
- Studija puikiai tinka 2 asmenims arba mažai šeimai
- Visi lankytini objektai ir paslaugos pasiekiamos pėsčiomis, kelios minutės iki parko ar upės
- Parkavimas gatvėje su savivaldybės leidimu
--
Cozy studio apartment in Vilnius Old TownAvailable from SeptemberKey features:
- The space is just renovated in Unesco protected 16 th century building, bright and cozy
- Nice design and natural eco white clay walls will give you a special feeling
- All furniture is new, bathroom completely new as well
- There is a double bed, sofa bed, private bathroom
- The Studio is perfect for 2 persons or a small family
- All the attractions, and services are in the walking distance, few minutes away there is park and river
- Parking in the street with a permissionRebalticID:IV32265",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-mykolo-g-jaukus-studijos-tipo-butas-vilniaus-4-1188406/,,Virtuvė sujungta su kambariu,,"Su baldais, Šaldytuvas, Dušo kabina","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,list index out of range,2022_11_02
"Vilnius, Senamiestis, Šv. Mykolo g., 1 kambario buto nuoma",,17 m²,600 €,1,1,2,"1940 statyba, 2021 renovacija",Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188404,2022-10-24,2022-10-24,,,83/0 (iš viso/šiandien),600,54.683114,25.292255,,"Jaukus studijos tipo butas Vilniaus senamiestyjeLaisvas nuo rugsėjo mėn.Pagrindinės savybės:
- Šviesus ir jaukus, ką tik atnaujintas butas
- Gražus dizainas ir natūralaus ekologiško balto molio sienos
- Nauji baldai, atnaujintas vonios kambarys
- Dvigulė lova, išskleidžiama sofa-lova
- Studija puikiai tinka 2 asmenims arba mažai šeimai
- Visi lankytini objektai ir paslaugos pasiekiamos pėsčiomis, kelios minutės iki parko ar upės
- Parkavimas gatvėje su savivaldybės leidimu
--
Cozy studio apartment in Vilnius Old TownAvailable from SeptemberKey features:
- The space is just renovated in Unesco protected 16 th century building, bright and cozy
- Nice design and natural eco white clay walls will give you a special feeling
- All furniture is new, bathroom completely new as well
- There is a double bed, sofa bed, private bathroom
- The Studio is perfect for 2 persons or a small family
- All the attractions, and services are in the walking distance, few minutes away there is park and river
- Parking in the street with a permissionRebalticID:IV32266",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-mykolo-g-jaukus-studijos-tipo-butas-vilniaus-4-1188404/,,Virtuvė sujungta su kambariu,,"Su baldais, Šaldytuvas, Indaplovė, Vonia",,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,list index out of range,2022_11_02
"Vilnius, Senamiestis, Subačiaus g., 2 kambarių buto nuoma",,61 m²,980 €,2,3,3,2006,Mūrinis,"Centrinis kolektorinis, centrinis",Įrengtas,www.aruodas.lt/4-1188400,2022-10-24,2022-10-24,,,135/0 (iš viso/šiandien),980,54.676304,25.292487,,"Stilingas butas su židiniu ir nuostabia miesto panorama3D turą galite pamatyti čia: https://my.matterport.com/show/?m=bGmQCdFhSTnPagrindinės savybės:
- Svetainė aukštomis lubomis sujungta su virtuve
- Atskiras miegamasis antrame aukšte
- Puikiai veikiantis židinys
- Kokybiškas ir jaukus įrengimas
- Šildymas su individualia apskaita
- Rezervuota automobilio statymo vieta vidiniame kieme (papildomai 100 Eur/mėn.)
- Puiki vieta Vilniaus centre, geras susisiekimas, iki Rotušės 5 min. pėsčiomis
- Aukštos klasės naujos statybos namas su Angelu kiemelyje
--
Beautiful one bedroom apartment in the old town with spectacular panorama of the cityPlease find 3D tour here: https://my.matterport.com/show/?m=bGmQCdFhSTnKey features:
- Spacious living room in one area with kitchen offering city panorama through the windows
- Separate bedroom on the 2nd floor
- Kitchen with all necessary appliances, dinner table
- Adjustable heating, TV, Internet
- Fireplace
- Parking in the inner courtyard (for additional 100 Eur/month)
- High-end new building with beautiful Angel in the inner yardRebalticID:IV32277",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-stilingas-butas-su-zidiniu-ir-nuostabia-4-1188400/,,"Butas per kelis aukštus, Virtuvė sujungta su kambariu",Vieta automobiliui,"Židinys, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Indaplovė, Dušo kabina, Vonia","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,list index out of range,2022_11_02
"Vilnius, Naujamiestis, Vytenio g., 3 kambarių buto nuoma",55,55 m²,650 €,3,1,3,1960,Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-1163976,2022-10-24,2022-10-25,,28.0,463/0 (iš viso/šiandien),650,54.672254,25.26579,463/0,"NUOMOJAMAS STILINGAS BEI ERDVUS 55KV.M. BUTAS VYTENIO G. 55• NUOMOJAMA SU BALDAIS IR BUITINE TECHNIKA
• UŽDARAS PARKINGAS
• AUKŠTOS LUBOS
• STRATEGIŠKAI PATOGI VIETABENDRA INFORMACIJA:
• Adresas: Vytenio g. 55
• Šildymas: Centrinis
• Vandentiekis ir kanalizacija: miestoĮRENGIMAS:
• Sienos: dažytos
• Grindys: parketas
• Langai: plastikiniai
• Durys: šarvo
• Yra visi reikalingiausi baldai bei buitinė technikaVIETA:
• Namo kieme yra uždaras parkingas.
• Patogus susisiekimas į betkurią miesto lokaciją, iki senamiesčio 15min.
• Arti parduotuvės, prekybos centrai, miesto centras, netoli mokykla bei darželis.Nuomos mokestis yra 650 eurų už mėnesį, plius komunalinės paslaugos.
Įsikėlimui bei sutarties pasirašymui iš viso reiktų 1600eur (į šią sumą įeina užstatas/depozitas 2 mėn 1300eur., ir VIENKARTINIS TARPININKAVIMO MOKESTIS 300eur.) Nuoma mokama už pragyventą laikotarpį.ATSIRADUS NUOMININKAMS, SKELBIMAS BUS PAŠALINTAS.",6 Klasė Bloga (6-8),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vytenio-g-nuomojamas-stilingas-bei-erdvus-55kvm-butas-4-1163976/,,,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 kambarių buto nuoma",75,55 m²,500 €,2,1,14,2004,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1181640,2022-10-24,2022-10-25,,3.0,302/0 (iš viso/šiandien),500,54.740816,25.232136,302/0,"NUOMOJAMAS TVARKINGAS, JAUKUS 55KV.M, BUTAS S. NĖRIES G. 75• VISI PATOGUMAI BUTE
• REKUPERACINĖ SISTEMA
• PRIVATI PARKAVIMO VIETABENDRA INFORMACIJA:
• Adresas: S. Nėries 75
• Šildymas: Centrinis
• Vandentiekis ir kanalizacija: miestoĮRENGIMAS:
• Sienos: dažytos
• Grindys: laminatas
• Langai: plastikiniai
• Durys: šarvo
• Yra visi reikalingiausi baldai bei buitinė technikaVIETA:
• Šalia namo išpirkta privati parkavimo vieta automobiliui
• Patogus susisiekimas į betkurią miesto lokaciją
• Arti prekybos centro BIG, Šalia mokykla, bei vaikų darželis.Nuomos mokestis yra 500eur/mėn, plius komunalinės paslaugos.
Įsikėlimui bei sutarties pasirašymui iš viso reiktų 1250eur (į šią sumą įeina užstatas/depozitas 2mėn 1000eur., ir VIENKARTINIS TARPININKAVIMO MOKESTIS 250eur.), o nuomos mokestis mokamas po gyvento laikotarpio.ATSIRADUS NUOMININKAMS, SKELBIMAS BUS PAŠALINTAS.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-tvarkingas-jaukus-55kvm-butas-s-4-1181640/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šnipiškės, Kalvarijų g., 3 kambarių buto nuoma",23,60 m²,700 €,3,2,3,1939,Mūrinis,Dujinis,Įrengtas,www.aruodas.lt/4-1185092,2022-10-24,2022-10-31,,9.0,251/0 (iš viso/šiandien),700,54.695649,25.282995,251/0,"VISAI ŠALIA MIESTO CENTRO IŠNUOMOJAMAS STILINGAS BEI ERDVUS 60 KV.M. BUTAS, ŠNIPIŠKĖSE, KALVARIJŲ G. 23• BUTAS ĮRENGTAS KOKYBIŠKAI BEI STILINGAI
• NUOMOJAMA SU BALDAIS IR BUITINE TECHNIKA
• REKUPERACINĖ SISTEMA m.
• DUJINIS ŠILDYMAS
• STRATEGIŠKAI ITIN PATOGI VIETAĮRENGIMAS:
• Butas tinkamas gyventi iš karto (jau laisvas)
• Šildymas– dujinis,
• Aukštos lubos, dideli plastikiniai langai
• Grindys – laminuota danga, plytelės
• Sienos – dažytos
• Durys – šarvo
• Nuomojamas su visais baldais ir buitine technikaKITA INFORMACIJA:
• Puikus susisiekimas viešuoju transportu su visais Vilniaus miesto rajonais, prie pat žaliojo tilto, tad miesto centras visai čia pat.
• Netoliese kavinės, prekybos centras Europa, Cup, Maxima.
• 0,38km Vilniaus ""Santaros"" vidurinė mokykla
• 0,55km Vilniaus šv. Kristoforo gimnazija
• 0,14km Vilniaus lopšelis-darželis ""Pipiras""
• 0,22km Vilniaus lopšelis-darželis ""Drugelis""Nuomos mokestis yra 700 eur/mėn, plius komunalinės paslaugos.
Įsikėlimui bei sutarties pasirašymui iš viso reiktų 1700 Eur (į šią sumą įeina užstatas/depozitas 2mėn 1400eur., ir VIENKARTINIS TARPININKAVIMO MOKESTIS 300eur.), o nuomos mokestis mokamas po gyvento laikotarpio.ATSIRADUS NUOMININKAMS, SKELBIMAS BUS PAŠALINTAS.",5 Klasė Vidutinė (4-5),14.8 µg/m3,27.2 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-visai-salia-miesto-centro-isnuomojamas-4-1185092/,,,,,,,,,,,2022_11_02
"Vilnius, Senamiestis, Visų Šventųjų g., 1 kambario buto nuoma",,34 m²,760 €,1,1,3,"1940 statyba, 2018 renovacija",Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188388,2022-10-24,2022-10-24,,5.0,275/0 (iš viso/šiandien),760,54.674963,25.285378,275/0,"Stilingi apartamentai SenamiestyjeVilniaus Senamiesčio gatvėmis vaikštome tarsi istorijos puslapiais. Kiekvienas posūkis - lemtinga mūsų šalies praeities detalė, liudijantį apie žmonių kūrybiškumą ir meilę savo miestui. Vilniaus Senamiesčio architektūrą apžiūrėti iš lauko įdomu, bet pabūti seniausiuose sostinės pastatuose - nepamirštama. O įsivaizduokite, koks neapsakomas jausmas būtų gyventi viename iš tokių pastatų!1623 m. Lietuvos Metrikoje minimi rūmai, 2018 m. atgimę kaip išskirtinių apartamentų kompleksas, kviečia įsikurti 34 kv. m vieno kambario namuose. Šių namų interjere pagrindinis dėmesys skiriamas autentiškų plytų sienų ir skliautų fragmentams. Visi baldai namuose pagaminti pagal individualų užsakymą ir dizainą, šiuolaikiškai interpretuojantį įspūdingą rūmų praeitį. Jūsų gyvenimas rūmuose Vilniaus širdyje kiekvieną dieną dovanos naujus įspūdžius. Visi svarbiausi Senamiesčio taškai - restoranai, galerijos, koncertų salės - yra pasiekiami pėsčiomis.",,15.1 µg/m3,23.3 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-visu-sventuju-g-stilingi-apartamentai-senamiestyje-4-1188388/,,,,,,'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Žvėrynas, Latvių g., 2 kambarių buto nuoma",15,"48,7 m²",650 €,2,3,6,2000,Mūrinis,Elektra,Įrengtas,www.aruodas.lt/4-1188382,2022-10-24,2022-10-28,,2.0,346/0 (iš viso/šiandien),650,54.695026,25.251819,346/0,"IŠNUOMOJAMAS PUIKUS 2 KAMBARIŲ BUTAS ŽVĖRYNE, LATVIŲ G.15.
Butas nuomojamas su visais baldais ir būtiniausia buitine technika (yra televizorius).Butas bus laisvas lapkričio pabaigoje.Parkavimas nemokamas- uždarame vidiniame kieme arba žalioje zonoje šalia namo.Rakinama laiptinė, trečias aukštas, langai į rytus, yra liftas .
Svetainė, valgomasis ir virtuvės zona viename erdviame 22 kv.m kambaryje.
Erdviame vonios kambaryje dušo kabina, tualetas, skalbimo mašina, boileris, kurio pagalba ruošiamas karštas vanduo.
Erdviame koridoriuje įrengtos dvi talpios sieninės spintos.
Bute dideli vitrininiai langai ir įstiklintas balkonas.
Grindų danga – medinis parketas.
Sienos dažytos.Bute yra viskas, ko reikia patogiam gyvenimui.
Puikus pasirinkimas vienam žmogui ar porai gyventi be vaikų ir naminių gyvūnų.
Domina ilgalaikė nuoma.
Buto nuomos kaina 650 Eur/mėn. + komunaliniai mokesčiai.
Skambinkite Jums patogiu metu dėl detalesnės informacijos.Tarpininkavimo mokestis nėra taikomas.
",,13.4 µg/m3,20.6 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-isnuomojamas-puikus-2-kambariu-butas-zveryne-4-1188382/,,,,,,'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Baltupiai, Kalvarijų g., 2 kambarių buto nuoma",270,"57,33 m²",600 €,2,7,16,2007,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1183636,2022-10-24,2022-10-24,,19.0,443/0 (iš viso/šiandien),600,54.728594,25.278303,443/0,"JAUKUS, ŠILTAS,ŠVIESUS BUTAS BALTUPIUOSE 2 KAMBARIŲ SU VISAIS BALDAIS IR VISA BUITINE TECHNIKA----SKELBIMO APRAŠYME ESANTIS ID: 8706----NUOMOJAMAS DVIEJŲ KAMBARIŲ BUTASKalvarijų g., 7 aukštas iš 16, 57.33 kv.m., 2007 m. Mūrinis, svetainė virtuve kartu, balkonas, vonia ir tualetas kartu.NUOMOJAMO BUTO ĮRENGIMAS
Internetas, langai plastikiniai, šarvo durysNUOMOJAMAME BUTE YRA VISI BALDAI
Virtuvėje: integruoti virtuvės baldai, virtuvės baldai.Svetainėje: minkšti baldai, sekcija, rašomasis stalas.
Miegamajame: lova, sieninė spinta.Prieškambaryje: sieninė spinta, komoda.VISA BUITINĖ TECHNIKA
Šaldytuvas, skalbimo mašina, kaitlentė, orkaitė.PARKINGAS
Vieta autobobiliui šalia namoAMO IR VIETOS APRAŠYMAS:
Kodinė laiptinės spyna.
Maloni bei saugi kaimynystė.
Nemokamas parkavimas (šalia yra automobilių stovėjimo aikštelė).
Puikiai sutvarkyta infrastruktūra:, prekybos centrai.
Nuostabi aplinka ypač tinkanti aktyviam laisvalaikiui: miškas,parkai, dviračių takai.Patogus ir greitas susisiekimas su miesto centru---
KAINA: 600 eurų------------
facebook.com/proreal.lt
----------------BUTO ID: 8706----",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kalvariju-g-jaukus-siltassviesus-butas-baltupiuose-2-4-1183636/,,,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Viršuliškės, Viršuliškių g., 1 kambario buto nuoma",87,33 m²,365 €,1,8,9,1978,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188364,2022-10-24,2022-10-24,,1.0,217/0 (iš viso/šiandien),365,54.705263,25.229111,217/0,"Nuomojamas jaukus ir šiltas vieno kambario butas Viršuliškių g. 87, Viršuliškėse!BENDRA INFORMACIJA:Bendras plotas - 33 kv.m.;
Butas 8 aukšte iš 9; Yra liftas;
Namas blokinis, 1978 m. statybos;
Kambarys (14 kv.m.), atskira virtuvė (7 kv.m.), vonios kambarys atskirai su tualeto;
Butas geros būklės;
Sienos ir lubos dažytos, grindys – laminatas;
Vonios kambaryje – keramikinės plytelės;
Nuomojamas su visais reikalingais baldais ir buitine technika;
Erdvus įstiklintas ir suremontuotas balkonas;
Langų orientacija – vakarai;
Švari, prižiūrėta laiptinė;
Centrinis šildymas (be karšto vandens ir gyvatuko): 2021 gruodis – 66 Eur; 2022 sausis – 68 Eur, 2022 vasaris – 60 Eur;
Namo administratoriaus išlaidos ~16 Eur/mėn.;BUTAS LAISVASNUOMOJAMAS ILGALAIKEI NUOMAITARPININKAIVMO MOKESTIS – 150 EUR;",4 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-nuomojamas-jaukus-ir-siltas-vieno-kambario-4-1188364/,,,,,,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Žvėrynas, Deltuvos g., 2 kambarių buto nuoma",31,45 m²,700 €,2,3,7,2020,Blokinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1183406,2022-10-24,2022-10-25,,21.0,424/0 (iš viso/šiandien),700,54.7078,25.249814,424/0,"Išnuomojamas jaukus 2 kambarių butas Deltuvos g 31.
Butas išnuomojamas su visa buitine technika ir baldais.
Buitinte technika:šaldytuvas, televizorius, skalbimo mašina, Indaplovė, orkaitė, kaitlentė, gartraukis.
Bulo langai į vakarų puse.
Minimalus nuomos periodas 1metai.
Depozitas 1000men.
Ekonomiškas šildymas ir nedideli namo mokesčiai
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-deltuvos-g-isnuomojamas-jaukus-2-kambariu-butas-deltuvos-4-1183406/,A++,"Uždaras kiemas, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė","Šarvuotos durys, Vaizdo kameros",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Karoliniškės, Laisvės pr., 2 kambarių buto nuoma",44,45 m²,450 €,2,2,5,1975,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1187172,2022-10-24,2022-10-26,,4.0,224/0 (iš viso/šiandien),450,54.697622,25.218719,224/0,"Išnuomojamas 2 izoliuotų kambarių butas su baldais ir buitine technika.
Buto minimas nuomos terminas 1 metai.
Šildymo kaina šaltuoju metu su karštu vandeniu max 100 eur.
Nuomotojai nuomoja butą tik LIetuvos Piliečiams.",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-laisves-pr-isnuomojamas-2-izoliuotu-kambariu-butas-su-4-1187172/,,,Balkonas,"Skalbimo mašina, Šaldytuvas, Virtuvės komplektas, Viryklė",Šarvuotos durys,,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujoji Vilnia, Genių g., 2 kambarių buto nuoma",,"46,75 m²",499 €,2,1,5,1968,Blokinis,Centrinis,Įrengtas,www.aruodas.lt/4-1188358,2022-10-24,2022-10-29,,9.0,404/0 (iš viso/šiandien),499,54.687821,25.420665,404/0,"NUOMOJAMAS NAUJAI ĮRENGTAS BUTAS NAUJOJOJE VILNIOJE!
.......................................................
NĖRA AGENTŪROS MOKESČIO
.......................................................
IŠNUOMOJAMA VIENERIŲ METŲ ARBA ILGESNIAM LAIKOTARPIUI
.......................................................
BUTO PRIVALUMAI:
- PRIEŠ VIENERIUS METUS ATLIKTAS KAPITALINIS BUTO REMONTAS
- DU ATSKIRI KAMBARIAI
- OPTIMALIOS BUTO IŠLAIKYMO SĄSKAITOS
- SU BALDAIS IR BUITINE TECHNIKA (orkaitė, kaitlentė, gartraukis, šaldytuvas, skalbimo mašina)
- ATOKIAU PAGRINDINIŲ GATVIŲ, BUTE TYLU IR RAMU
- ŠILTAS IR ŠVIESUS NEKAMPINIS BUTAS, LANGAI Į VIDINĮ KIEMĄ - PIETINĘ PUSĘ
- ĮSTIKLINTAS BALKONAS
- TVARKINGA LAIPTINĖ, DURYS SU KODU
ĮRENGIMAS:
- Grindys: laminuota grindų danga
- Sienos: dažytos ir tapetuotos
- Buto langai: plastikinaii su stiklo paketais
- Vidinės durys: medinės
- Išorinės durys: šarvo
KOMUNIKACIJOS:
- Šildymas - Centrinis
Infrastruktūra:
• 8,65km - atstumas iki centro;
• 0,35km - artimiausia autobusų stotelė;
• 0,30km - Vilniaus Barboros Radvilaitės mokykla;
• 0,17km - artimiausias darželis;
• 0,10km - Norfa XL;
• 0,26km - IKI PARKO;
• 0,75km - Naujosios Vilnios poliklinika. Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!
Capital Smart NT brokeris BALYS KESMINAS. Tel. Nr. .
NUOMININKAI, kreipkitės! Suteiksiu daugiau informacijos, susitarsime dėl apžiūros.
NUOMOTOJAI, domina kiek kainuoja Jūsų būstas? Skambinkite – ĮVERTINSIU NEMOKAMAI!
Galite skambinti ir savaitgaliais!",4 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-geniu-g-nuomojamas-naujai-irengtas-butas-naujojoje-4-1188358/,,"Internetas, Tualetas ir vonia atskirai, Kabelinė televizija","Balkonas, Rūsys, Drabužinė","Su baldais, Skalbimo mašina, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
